BGC	Genus	Name	Compound_count	MW	TPSA	LOGP	HACC	HDON	Type	Activities	Structure	Antibacterial	Antifungal	Siderophore	Orf_length
BGC0000031	Streptomyces	borrelidin	1	489.309038096	127.85	4.63558	6	3	Polyketide	Antibacterial,Cytotoxic	[H][C@]1(CCC[C@H]1C(O)=O)[C@]1([H])C\C=C\C=C(C#N)/[C@H](O)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O)CC(=O)O1	1	1	0	0	43
BGC0000200	uncultured	arixanthomycin A	3	719.221404864	203.89	3.1951	13	4	Polyketide	Cytotoxic	O=C(C1=CC=CC(O[C@H]2[C@H](OC)[C@@H](OC)[C@H](OC)[C@@H](C)O2)=C1O3)C4=C3C(O)=C(CCC5=C6C(O)=C7C(C[C@@](C)(OC[C@]8([H])C(O)=O)N8C7=O)=C5)C6=C4O	3	0	0	0	35
BGC0001050	Tistrella	thalassospiramide A	1	957.54228546	302.13	0.4038	13	10	NRP	Inhibitor	CCCCCC\C=C/CC(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CO)[C@@H](O)CC(=O)N[C@@H](C(C)C)C(=O)N[C@H]1COC(=O)[C@H](CC2=CC=C(O)C=C2)N(C)C(=O)[C@@H](NC(=O)\C=C\1)C(C)C	0	0	0	0	2
BGC0000811	Aspergillus	fumigaclavine C	1	366.2307282	45.33	4.153	3	1	Alkaloid	NA	C[C@H]1CN(C)[C@@H]2CC3=C(NC4=CC=CC([C@H]2[C@H]1OC(C)=O)=C34)C(C)(C)C=C	2	0	0	0	11
BGC0000956	Pantoea	andrimid	1	479.242021156	121.44	2.5411	5	3	NRP	Antibacterial	C\C=C\C=C\C=C\C(=O)N[C@@H](CC(=O)N[C@@H](C(C)C)C(=O)[C@H]1[C@H](C)C(=O)NC1=O)C1=CC=CC=C1	0	1	0	0	21
BGC0001827	Sarocladium	xenovulene A	1	358.21440944	55.76	4.4777	4	1	Polyketide	NA	[H][C@]12CO[C@]3([H])[C@@]1([H])C(O[C@]1(C)C\C=C\C(C)(C)C\C=C(C)\CC[C@@]31[H])=C(O)C2=O	2	0	0	0	14
BGC0001199	Streptomyces	akaeolide	1	392.219888744	89.9	2.7573	6	1	Polyketide	NA	CCC[C@@H]1[C@H]2CC(=O)/C(=C/[C@H]([C@H]3[C@H](C[C@@](O3)(CC[C@H](C1=O)C(=O)O2)C)C)O)/C	1	0	0	0	25
BGC0001328	Micromonospora	rakicidin A	2	606.399250068	168.13	3.1066	7	4	NRP	Cytotoxic	CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCCCCCCCC(C)C)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O	1	0	0	0	15
BGC0000264	Streptomyces	resistomycin	2	376.094688232	115.06	3.65592	6	4	Polyketide	Antibacterial,Inhibitor,A modulator of apoptosis	CC1=CC(=C2C3=C4C(=CC(=C13)O)C(C(=O)C5=C(C=C(C(=C45)C2=O)O)O)(C)C)O	1	1	0	0	18
BGC0000263	Streptomyces	ravidomycin	1	563.215531636	127.9	4.1478	10	2	Polyketide	NA	C[C@@H]1[C@@H]([C@@H]([C@H](C(O1)C2=C3C(=C(C=C2)O)C(=CC4=C3OC(=O)C5=CC(=CC(=C54)OC)C=C)OC)O)N(C)C)OC(=O)C	1	0	0	0	35
BGC0001747	Tannerella	pseudaminic acid	1	333.130339212	168.25	-4.0351	8	5	Other	NA	C[C@@H]([C@@H]([C@H]1[C@H]([C@H](C[C@](O1)(C(=O)[O-])O)O)NC(=O)C)NC(=O)C)O	0	0	0	0	9
BGC0001241	Claviceps	ergotamine	1	581.26381922	118.21	1.9908	6	3	Terpene	NA	C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C	2	0	0	0	13
BGC0001890	Vibrio	amphi-enterobactin 1	4	-1	NA	NA	NA	NA	NRP	NA	NA	0	0	0	0	24
BGC0000401	Paenibacillus	paenibactin	1	-1	NA	NA	NA	NA	NRP	NA	NA	1	0	0	0	6
BGC0001561	Streptomyces	curacomycin	1	789.394037432	279.73	-0.3805	9	10	NRP	NA	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccc(Cl)cc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	1	0	0	0	13
BGC0000473	Microcystis	microcyclamide	1	582.18314344	156.93	3.66492	11	3	RiPP	NA	CC[C@H](C)[C@@H]1NC(=O)C2=C(C)OC(=N2)[C@H](C)NC(=O)C2=CSC(=N2)[C@H](CC2=CN=CN2C)NC(=O)C2=CSC1=N2	0	0	0	0	9
BGC0001604	Fusarium	gibberellin	1	346.141638424	104.06	1.0271	5	3	Terpene	NA	CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O	2	0	0	0	7
BGC0001109	unidentified	pederin	1	503.30943202	124.94	1.3759	9	3	NRP	NA	C[C@H]1[C@H](O[C@](CC1=C)([C@@H](C(=O)N[C@H]([C@@H]2C[C@H](C([C@H](O2)C[C@@H](COC)OC)(C)C)O)OC)O)OC)C	3	0	0	0	9
BGC0001693	Micromonospora	nenestatin	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	60
BGC0000044	Stigmatella	dawenol	1	426.313395204	46.53	7.0448	3	1	Polyketide	NA	C\C=C/C(/C)=C/C=C/C(/C)=C/C=C/C(/C)=C/C(C)\C=C(/C)C(O)C(C)C(C)OC(C)=O	0	0	0	0	9
BGC0001196	Streptomyces	desotamide	1	696.395896004	233.48	0.2779	7	8	NRP	NA	CC[C@@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC(C)C)CC(C)C)CC2=CNC3=CC=CC=C32)CC(=O)N	1	0	0	0	22
BGC0000687	Diaporthe	phyllocladan-16α-ol	1	290.260965708	20.23	5.1702	1	1	Terpene	NA	C[C@]12CCCC([C@@H]1CC[C@]34[C@@H]2CCC(C3)[C@](C4)(C)O)(C)C	2	0	0	0	7
BGC0000825	Streptomyces	staurosporine	1	466.200490692	69.45	4.354	6	2	Alkaloid	NA	CNC1CC2OC(C)(C1OC)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=C(C=CC=C5)N2C4=C13	1	0	0	0	15
BGC0000311	Amycolatopsis	balhimycin	1	1445.41454958	527.33	0.3144	25	18	NRP	NA	CNC(CC(C)C)C(=O)NC1C(O)C2=CC=C(OC3=C(OC4O[C@H](CO)C(O)[C@H](O)C4O)C4=CC(=C3)C(NC(=O)C(CC(N)=O)NC1=O)C(=O)NC1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3C(NC(=O)C(NC1=O)C(OC1C[C@](C)(N)C(=O)C(C)O1)C1=CC=C(O4)C(Cl)=C1)C(O)=O)C(Cl)=C2	1	0	0	0	37
BGC0001760	Streptomyces	rimosamide	1	-1	NA	NA	NA	NA	NRP	NA	NA	1	0	0	0	14
BGC0000645	Halobacillus	carotenoid	1	738.6737406	99.38	11.5564	6	4	Terpene	NA	C[C@H](CCCCC(C)CCC[C@@H](C)CCCC(C)CCC=C(C)C)CCC[C@H](C)CCC[C@H](C)CCCC(C)(C)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	1	0	0	0	6
BGC0001195	Nocardiopsis	nocardiopsin A	4	573.366552972	110.21	5.255	7	1	NRP	NA	CCC(=O)CC(C1(CC(C2CCC(O2)CC/C=C(\C(=O)C(CC/C=C/C(=O)N3CCCC[C@H]3C(=O)O1)C)/C)C)C)O	1	0	0	0	19
BGC0001061	Streptomyces	polyketomycin	1	864.284064696	279.18	2.52406	18	6	Polyketide	Antibacterial,Cytotoxic	COC1=CC(=O)C2=C(C(C)=C3CC4(O)C(O[C@H]5CC[C@H](O[C@H]6C[C@@](C)(O)[C@H](OC(=O)C7=C(C)C=CC(C)=C7O)[C@H](C)O6)[C@@H](C)O5)C(=O)\C(=C(\C)O)C(=O)C4(O)C(=O)C3=C2O)C1=O	1	1	0	0	43
BGC0001774	Streptomyces	spicamycin	1	621.384996972	214.84	1.5029	11	8	Other	NA	CC(C)CCCCCCCCCCCCC(=O)NCC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](NC2=C3N=CNC3=NC=N2)O[C@H]1C(O)CO	1	0	0	0	18
BGC0001019	Sorangium	microsclerodermin M	1	886.386119168	311.85	-2.4826	12	12	NRP	Antifungal	CN1CC(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)NCC(=O)NC[C@H](O)CC(=O)N[C@H]([C@H](O)[C@@H](O)CC=CC=CC=CC2=CC=CC=C2)[C@H](O)C(=O)N[C@@H]2CC(=O)N[C@@]2(O)CC1=O	0	0	1	0	11
BGC0001179	Streptomyces	rishirilide B	2	372.157288488	115.06	2.8173	5	4	Polyketide	Inhibitor	CC1C(=O)c2cc3cccc(c3cc2C(C1(C(=O)O)O)(CCC(C)C)O)O	1	0	0	0	28
BGC0001725	Bacillus	oxetanocin A	1	251.101839276	119.31	-1.0933	8	3	Other	NA	C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@H](O3)CO)CO	1	0	0	0	4
BGC0001560	Moorea	cryptomaldamide	1	399.248169156	171.34	-0.7246	5	5	NRP	NA	CC(C)[C@@H](/C=C(\C)/C(=O)O)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CO)N=C(N)N	0	0	0	0	12
BGC0001156	Streptomyces	platencin	1	425.183837584	123.93	4.0225	5	4	Terpene	Antibacterial	C[C@@]1(C2C[C@@H]3CC[C@]2(CC3=C)C=CC1=O)CCC(=O)NC4=C(C=CC(=C4O)C(=O)O)O	1	1	0	0	31
BGC0000270	Streptomyces	simocyclinone D8	1	931.209041184	309.42	3.0035	18	8	Polyketide	NA	C[C@H]1O[C@H](C[C@@H](OC(=O)\C=C\C=C\C=C\C=C\C(=O)NC2=C(O)C3=C(OC2=O)C(Cl)=C(O)C=C3)[C@@H]1OC(C)=O)C1=CC=C2C(=O)C34OC3(C(O)CC3(O)CC(C)=CC(=O)C43O)C(O)C2=C1O	1	0	0	0	38
BGC0001463	Pseudoalteromonas	2,3,4,5-tetrabromopyrrole	1	-1	NA	NA	NA	NA	Other	Inhibitor,Signalling	NA	0	0	0	0	6
BGC0001538	Streptomyces	caboxamycin	1	255.053157768	83.56	2.8986	4	2	NRP	NA	OC(=O)C1=CC=CC2=C1N=C(O2)C1=C(O)C=CC=C1	1	0	0	0	10
BGC0000507	Staphylococcus	epicidin	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	7
BGC0000090	Actinosynnema	macbecin	2	558.294116304	143.25	3.3344	8	2	Polyketide	NA	CO[C@H]1C[C@H](C)[C@@H](OC)C2=CC(=O)C=C(NC(=O)\C(C)=C\C=C/[C@@H](C)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1OC)C2=O	1	0	0	0	23
BGC0001788	Streptococcus	suicin 65	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	10
BGC0001015	Planktothrix	microcystin	1	994.548767808	343.14	0.6184	11	10	NRP	NA	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	0	0	0	0	9
BGC0002031	Kitasatospora	kitasetaline	1	-1	NA	NA	NA	NA	Alkaloid	NA	NA	1	0	0	0	5
BGC0001987	Pseudomonas	koreenceine A	4	-1	NA	NA	NA	NA	Polyketide	NA	NA	0	0	0	0	11
BGC0000466	Streptomyces	yatakemycin	1	679.173683888	181.05	4.7411	9	5	NRP	NA	COC1=CC2=C(NC(=C2)C(=O)N2CC3CC33C4=C(NC(=C4)C(=O)N4CCC5=C6C=C(NC6=C(OC)C(O)=C45)SC(C)=O)C(=O)C=C23)C=C1O	1	0	0	0	31
BGC0000302	Anabaena	anabaenopeptin	1	850.470123564	290.98	0.3417	9	9	NRP	Inhibitor	C[C@H]1C(=O)N[C@H](C(=O)NCCCC[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N1C)CCC2=CC=C(C=C2)O)C)C(C)C)NC(=O)N[C@@H](CCCN=C(N)N)C(=O)O)CC3=CC=CC=C3	0	0	0	0	7
BGC0001870	Xenorhabdus	putrebactin	2	-1	NA	NA	NA	NA	Other	NA	NA	0	0	0	0	10
BGC0000749	Escherichia	capsular polysaccharide	1	-1	NA	NA	NA	NA	Saccharide	NA	NA	0	0	0	0	3
BGC0001329	Streptomyces	rakicidin D	1	494.274049556	168.13	0.1299	7	4	NRP	NA	CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCC)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O	1	0	0	0	19
BGC0001028	Nostoc	nostopeptolide A2	1	1066.56989718	351.01	-0.8726	14	9	NRP	NA	CCCC(=O)N[C@@H](C(C)C)C(=O)NC1COC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CC(=O)[C@H](CC(C)C)NC(=O)C2C[C@H](C)CN2C1=O	0	0	0	0	8
BGC0001046	Streptomyces	streptolydigin	1	600.304680988	147.16	2.4601	10	3	NRP	Antibacterial	C[C@H]1[C@@H]2C=C[C@]3(CO3)[C@@](O2)(O[C@H]1[C@H](C)/C=C(\C)/C=C/C(=O)C4=C(N([C@H](C4=O)[C@H](C)C(=O)NC)[C@@H]5CC[C@@H]([C@@H](O5)C)O)O)C	1	1	0	0	38
BGC0000778	Aeromonas	lipopolysaccharide	1	-1	NA	NA	NA	NA	Saccharide	NA	NA	0	0	0	0	7
BGC0001138	Marinactinospora	a201a	1	802.33850028	250.93	-0.8016	19	6	Other	Antibacterial	CN(C)C1=C2C(N([C@H]3[C@H](O)[C@H](NC(/C(C)=C/C4=CC=C(O[C@@H]([C@@H](O)[C@H]/5O)OC5=C(CO[C@@H]6[C@@H](O)[C@@H](OC)[C@H](OC)[C@@H](C)O6)/OC)C=C4)=O)[C@@H](CO)O3)C=N2)=NC=N1	1	1	0	0	37
BGC0001108	symbiont	pederin	3	503.30943202	124.94	1.3759	9	3	Polyketide	Cytotoxic,Inhibitor,dermatotoxic	C[C@H]1[C@H](O[C@](CC1=C)([C@@H](C(=O)N[C@H]([C@@H]2C[C@H](C([C@H](O2)C[C@@H](COC)OC)(C)C)O)OC)O)OC)C	3	0	0	0	16
BGC0001636	Curvularia	KK-1	1	-1	NA	NA	NA	NA	NRP	NA	NA	2	0	0	0	10
BGC0001084	Aspergillus	notoamide A	1	463.210721028	99.18	2.524	5	2	NRP	Cytotoxic,Inhibitor	CC1(C)[C@@H]2C[C@]34CCCN3C(=O)[C@@]2(C[C@@]11C(=O)N(O)C2=C1C=CC1=C2C=CC(C)(C)O1)NC4=O	2	0	0	0	18
BGC0001911	Streptomyces	raimonol	1	-1	NA	NA	NA	NA	Terpene	NA	NA	1	0	0	0	10
BGC0001448	uncultured	malacidin A	2	1248.62378322	506.76	-3.9125	17	16	NRP	Antibacterial	C[C@@H]1C[C@H]2C(=O)NC([C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C(=O)N2C1)C(C)C)C(C)C(=O)O)CC(=O)O)C(C(=O)O)O)CCCCN)C(C)C)NC(=O)[C@H](C(C)C(=O)O)NC(=O)/C=C/C=C\CCC(C)C)C	3	1	0	0	39
BGC0001376	Streptosporangium	WS79089A	3	488.11073222	150.59	2.9453	9	4	Polyketide	NA	COC1=C2C(O)CC3=CC4=C(C(=O)OC(C)C4)C(O)=C3C2=C(O)C2=C1C(=O)C1=C(C=CC=C1O)C2=O	1	0	0	0	33
BGC0000709	Streptomyces	neomycin	1	614.312285532	353.11	-8.8953	19	13	Saccharide	NA	NC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O	1	0	0	0	38
BGC0000157	Streptomyces	tautomycetin	1	606.3403978	164.5	3.9463	10	3	Polyketide	NA	CC\C(C=C)=C/C(=O)CC(C)CC(C)CCC(O)C(C)C(=O)CC(O)C(C)C(C)OC(=O)C[C@@H](O)C1=C(C)C(=O)OC1=O	1	0	0	0	14
BGC0000192	Streptomyces	aclacinomycin	1	811.341519996	217.05	3.1577	16	4	Polyketide	NA	CC[C@]1(C[C@@H](C2=C([C@H]1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O	1	0	0	0	15
BGC0001695	Streptomyces	neoantimycin	1	698.305074912	203.86	3.0715	12	4	NRP	NA	[H][C@]1(OC(=O)C(C)(C)[C@@H](O)[C@@H](CC2=CC=CC=C2)OC(=O)[C@@H](OC(=O)[C@@H](NC(=O)C2=C(O)C(NC=O)=CC=C2)[C@H](C)OC1=O)C(C)C)[C@@H](C)CC	1	0	0	0	17
BGC0000494	Streptococcus	uberolysin	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	7
BGC0001340	Byssochlamys	byssochlamic acid	1	332.12598836	86.74	2.3728	6	0	Polyketide	NA	CCC[C@@H]1CC2=C(C[C@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O	2	0	0	0	20
BGC0001434	Xenorhabdus	nematophin	1	272.15247788	61.96	2.4418	2	2	NRP	NA	CCC(C)C(=O)C(=O)NCCC1=CNC2=CC=CC=C12	0	0	0	0	3
BGC0001190	Fusarium	fusaric acid	1	179.094628656	50.19	2.1224	2	1	Polyketide	NA	CCCCC1=CN=C(C=C1)C(=O)O	2	0	0	0	22
BGC0000057	Aspergillus	F9775A	3	396.084517472	130.36	1.54352	8	3	Polyketide	Inhibitor	CC1=CC2=C(C(=C1)O)OC3=C(O2)C4(C5C(=CC(=O)C5(C(=O)C4=C(C3=O)O)O)C)C	2	0	0	0	10
BGC0001809	Bacillus	trans-aconitic acid	1	174.016437912	111.9	-0.4433	3	3	Other	NA	C(/C(=C\C(=O)O)/C(=O)O)C(=O)O	1	0	0	0	2
BGC0000072	Pyxidicoccus	gulmirecin A	1	542.272712164	169.05	0.9527	11	4	Polyketide	Antibacterial	CC=C(C)C1CC=C(C)C(OC2OC(CO)C(O)C2O)C(OC(=O)CC(C)C)C(=O)CC(O)C(C)C(=O)O1	0	1	0	0	7
BGC0001374	Streptomyces	thienodolin	1	249.996761524	58.88	3.1349	2	2	Other	NA	NC(=O)C1=CC2=C(NC3=C2C=CC(Cl)=C3)S1	1	0	0	0	14
BGC0001442	Streptomyces	actinonin	1	385.25767122	118.97	1.2025	5	4	NRP	Inhibitor	[H][C@@](CCCCC)(CC(=O)NO)C(=O)N[C@@]([H])(C(C)C)C(=O)N1CCC[C@H]1CO	1	0	0	0	18
BGC0000910	Streptomyces	melanin	1	318.0640568	99.86	1.32664	4	2	Other	NA	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O	1	0	0	0	2
BGC0001707	Streptomyces	nosiheptide	1	1221.14783982	381.23	3.51322	24	10	RiPP	NA	C/C=C\1/C2=NC(=CS2)C(=O)NC3CC(C(=O)OCC4=C5C(=C(C(=O)SCC(C6=NC(=CS6)C7=N/C(=C\8/NC(=CS8)C(=O)NC(=C)C(=O)N)/C(=O)C=C7C9=NC(=CS9)C(=O)NC(C(=O)N1)C(C)O)NC(=O)C1=CSC3=N1)NC5=CC=C4)C)O	1	0	0	0	23
BGC0001644	Gynuella	lacunalides	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	0	0	0	0	21
BGC0001596	Streptomyces	fluostatins M-Q	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	43
BGC0000293	Aspergillus	acetylaszonalenin	1	415.18959166	69.72	3.696	3	1	NRP	NA	CC(=O)N1[C@H]2[C@](C[C@H]3N2C(=O)C4=CC=CC=C4NC3=O)(C5=CC=CC=C51)C(C)(C)C=C	2	0	0	0	3
BGC0000992	Fusarium	fusaridione A	1	373.225308472	77.84	3.0213	5	2	NRP	NA	C/C=C/[C@@H]1C=C[C@@H]2C[C@@H](CC[C@H]2[C@]1(C)C(=O)C3=C(N([C@H](C3=O)CO)C)O)C	2	0	0	0	16
BGC0000889	Streptomyces	bagremycin A	2	255.089543276	72.55	2.8366	4	2	Other	NA	C=CC1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2)O)N	1	0	0	0	18
BGC0000575	Rhodococcus	lariatin	1	2035.06394404	805.55	-6.50663	26	28	RiPP	NA	CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC2=CN=CN2)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@@H]5CCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N5)CCCNC(=N)N)CC6=CC=C(C=C6)O)C(C)C)CC(C)C)CCC(=O)N)CO	1	0	0	0	5
BGC0001306	Aspergillus	asperipin 2a	1	-1	NA	NA	NA	NA	RiPP	NA	NA	2	0	0	0	4
BGC0001609	Trichoderma	gliovirin	1	480.0661076	130.09	0.641	10	3	NRP	NA	[H][C@@]12O[C@@]11C[C@@]34SSC(C5=CC=C(OC)C(OC)=C5O)[C@@]([H])(NC3=O)C(=O)N4O[C@@]1([H])[C@H](O)C=C2	2	0	0	0	8
BGC0000638	Pantoea	carotenoid	1	738.6737406	99.38	11.5564	6	4	Terpene	NA	C[C@H](CCCCC(C)CCC[C@@H](C)CCCC(C)CCC=C(C)C)CCC[C@H](C)CCC[C@H](C)CCCC(C)(C)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	0	0	0	0	6
BGC0001959	Streptomyces	taylorflavin A	2	-1	NA	NA	NA	NA	Other	NA	NA	1	0	0	0	10
BGC0001524	Sulfurospirillum	barnesin A	1	-1	NA	NA	NA	NA	NRP	NA	NA	0	0	0	0	12
BGC0001828	Streptomyces	griseochelin	1	568.43390426	127.45	5.5977	6	5	Polyketide	NA	CCCC(C)\C=C(/C)C(O)C(C)\C=C\CCC(O)C(C)C(O)C(C)C(O)C(C)C1OC(CCC1C)C(C)C(O)=O	1	0	0	0	13
BGC0000030	Fusarium	bikaverin	1	382.068867408	123.27	2.58372	8	2	Polyketide	NA	CC1=CC(=CC2=C1C(=O)C3=C(O2)C(=C4C(=C3O)C(=O)C=C(C4=O)OC)O)OC	2	0	0	0	7
BGC0001399	Aspergillus	fellutamide B	1	555.363198908	210.78	0.7184	7	6	NRP	NA	[H][C@@](CC(C)C)(NC(=O)[C@]([H])(CCC(N)=O)NC(=O)[C@]([H])(CC(N)=O)NC(=O)C[C@H](O)CCCCCCCCC)C=O	2	0	0	0	5
BGC0001141	Penicillium	4-epi-15-epi-brefeldin A	1	280.167459248	66.76	1.9624	4	2	Polyketide	NA	[H][C@@]12C[C@H](O)C[C@@]1([H])[C@@H](O)\C=C\C(=O)O[C@H](C)CCC\C=C\2	2	0	0	0	10
BGC0001620	Streptomyces	ilamycins	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	21
BGC0001403	Aspergillus	trypacidin	1	344.089602852	88.13	1.52992	7	0	Polyketide	NA	CC1=CC2=C(C(=C1)OC)C(=O)C3(O2)C(=CC(=O)C=C3OC)C(=O)OC	2	0	0	0	14
BGC0000075	Streptomyces	hygrocin A	2	509.204966952	147.07	3.26762	8	3	Polyketide	NA	CCC1CCC(=O)C2=C(O)C(C)=CC3=C2C(=O)C=C(NC(=O)C\C=C(C)\C(=O)O[C@@H](C)[C@@H](O)\C=C\1)C3=O	1	0	0	0	31
BGC0001523	Streptomyces	azalomycin F3a	1	1067.65049852	363.33	3.31997	17	14	Polyketide	NA	CC(CCC\C=C\CCCNC(N)=N)C1OC(=O)\C(C)=C/C=C\C(C)C(O)CC(O)C(C)C(O)CCC(C)C(O)CC2(O)OC(CC(O)C2O)CC(CC(O)CC(O)CC(O)\C(C)=C/C=C\C1C)OC(=O)CC(O)=O	1	0	0	0	23
BGC0001337	uncultured	lazarimide A	3	487.03379056	128.02	2.6555	7	4	Alkaloid	Cytotoxic	O=C1[C@@]2(O)N3C(C4=C([C@@]2(O)C(N1C)=O)C5=CC(Cl)=CC=C5N4)=C(OC)C6=CC(O)=C(Cl)C=C63	3	0	0	0	18
BGC0001945	Myxococcus	chloromyxamide	1	-1	NA	NA	NA	NA	NRP	NA	NA	0	0	0	0	29
BGC0001478	Streptomyces	desferrioxamine E	1	600.348277116	208.92	0.8535	9	6	Other	Siderophore	C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O	1	0	0	1	4
BGC0000432	Streptomyces	streptothricin	1	1142.72477507	544.5	-7.6848	23	20	NRP	NA	C1[C@H]([C@@H]2[C@@H](C(=O)N1)N=C(N2)N[C@H]3[C@@H]([C@@H]([C@H]([C@H](O3)CO)OC(=O)N)O)NC(=O)C[C@H](CCCNC(=O)C[C@H](CCCNC(=O)C[C@H](CCCNC(=O)C[C@H](CCCNC(=O)C[C@H](CCCNC(=O)C[C@H](CCCN)N)N)N)N)N)N)O	1	0	0	0	24
BGC0000885	Streptomyces	4-hydroxy-3-nitrosobenzamide	1	166.037842052	92.75	0.889	4	2	Other	NA	NC(=O)C1=CC(N=O)=C(O)C=C1	1	0	0	0	14
BGC0001792	Streptomyces	surugamide A	2	911.620810552	258.82	2.5005	9	9	NRP	NA	CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](C)NC1=O)[C@@H](C)CC)[C@H](C)CC)[C@@H](C)CC	1	0	0	0	21
BGC0001307	Streptomyces	chaxapeptin	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	7
BGC0001343	Stigmatella	aurachin A	2	395.246043916	56.4	5.30902	3	1	Polyketide	NA	[H][C@@]1(CC2=C(O1)C(C)=N(=O)C1=CC=CC=C21)[C@@](C)(O)CC\C=C(/C)CCC=C(C)C	0	0	0	0	18
