BGC	Genus	Name	Type	Functions	Structure	Gram	Antibacterial	Antifungal	Siderophore
BGC0001729	Penicillium	paraherquonin	Polyketide	unk	[H][C@]12OC(=O)[C@]3(C)C[C@@]4([H])[C@H](C)C5=CC(=O)OC(C)(C)C5=C[C@]5([H])OC([C@H](C)O1)=C([C@]45C)[C@]23O	2	0	0	0
BGC0000693	Bacillus	butirosin	Saccharide	unk	unk	1	0	0	0
BGC0001501	Fischerella	ambiguine	Alkaloid	unk	C[C@@]1(CC[C@@]2(O)C3=C1C=CC(C)(C)C1=C3C3=C(N1)C=CC=C3C2(C)C)C=C	0	0	0	0
BGC0001132	Xenorhabdus	Xenotetrapeptide	NRP	Unknown	CC(C)[C@H]1NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)C(C)C)C(C)C)CC(C)C	0	0	0	0
BGC0000974	Chondromyces	crocacin	NRP	unk	unk	0	0	0	0
BGC0001790	Pseudomonas	sulfazecin	NRP	unk	C[C@H](C(=O)N[C@]1(CN(C1=O)S(=O)(=O)O)OC)NC(=O)CC[C@H](C(=O)O)N	0	0	0	0
BGC0001632	Microcystis	kawaguchipeptin A	Other	unk	C[C@H]([C@H]1C(=O)N2CCC[C@H]2C(=O)N3[C@@H](C[C@@]4([C@H]3NC5=CC=CC=C54)CC=C(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N6[C@@H](C[C@@]7([C@H]6NC8=CC=CC=C87)CC=C(C)C)C(=O)N[C@H](C(=O)N1)CO)CC(=O)N)CC(=O)N)CC(=O)O)CC(=O)N)CC(C)C)O	0	0	0	0
BGC0001558	Streptomyces	cosmomycin C	Polyketide	unk	CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C(O)=C2[C@H]1O[C@H]1C[C@@H]([C@H](O[C@H]2CC[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O2)[C@H](C)O1)N(C)C)C(=O)C1=C(C(O)=CC=C1)C3=O	1	0	0	0
BGC0000853	Streptomyces	ectoine	Other	unk	unk	1	0	0	0
BGC0001342	Chondromyces	Cmc-thuggacin A	NRP	unk	unk	0	0	0	0
BGC0001578	Talaromyces	duclauxin	Polyketide	unk	CC1=CC(=C2C3=C1C(=O)C4[C@@H]([C@@]3(COC2=O)[C@@H]5[C@]4(C6=C7C(=COC(=O)C7=C(C=C6C)O)C5=O)OC)OC(=O)C)O	2	0	0	0
BGC0000361	Aspergillus	Gliotoxin	NRP	Antibacterial,Antifungal,Antioxidant,Cytotoxic,Inhibitor	unk	2	1	1	0
BGC0001392	Chitinophaga	pinensins	Other	unk	unk	0	0	0	0
BGC0000330	Ralstonia	cupriachelin	NRP	Antibacterial,Siderophore	CCCCCCCCCC(N[C@@H]([C@H](O)C(O)=O)C(N[C@H](C(N[C@@H]([C@H](O)C(O)=O)C(NCC(N[C@@H](CCCN(O)C(C[C@@H](O)C)=O)C(O)=O)=O)=O)=O)CCN)=O)=O	0	1	0	1
BGC0001820	Gliocladium	verticillin	NRP	unk	C[C@]12C(=O)N3[C@@H]4[C@@](C[C@@]3(C(=O)N1C)SS2)(C5=CC=CC=C5N4)C67[C@@H]([C@]89C(=O)N([C@](C(=O)N8[C@H]6NC1=CC=CC=C71)(SS9)C)C)O	2	0	0	0
BGC0000458	Streptomyces	viomycin	NRP	unk	unk	1	0	0	0
BGC0000329	Pseudomonas	corpeptin	NRP	unk	unk	0	0	0	0
BGC0001574	Streptomyces	diisonitrile antibiotic SF2768	NRP	unk	unk	1	0	0	0
BGC0000618	Enterococcus	enterocin A	Other	unk	unk	1	0	0	0
BGC0000656	Xanthobacter	zeaxanthin	Terpene	unk	unk	0	0	0	0
BGC0001219	Chaetomium	shanorellin	Polyketide	unk	unk	2	0	0	0
BGC0001818	Streptomyces	vazabitide A	NRP	unk	CC(C)[C@H](N)C(=O)NC(C1CC(O)C2CN12)C(O)=O	1	0	0	0
BGC0000676	Phoma	aphidicolin	Terpene	Inhibitor	unk	2	0	0	0
BGC0000455	Amycolatopsis	vancomycin	NRP	unk	unk	1	0	0	0
BGC0001146	Streptomyces	cyclothiazomycin C	Thiopeptide	Antibacterial	O=C([C@H]1CSC(C2=CSC(C3=CSC(C(NC([C@@H]4CSC(C5=CSC(C6=CC=C(C(N[C@@H](CC(N)=O)C7=N[C@H](C(N/C8=C\\C)=O)CS7)=O)C([C@H](NC9=O)C)=N6)=N5)=N4)=O)=C)=N3)=N2)=N1)N[C@H](C(O)=O)CS[C@@](C)(C(N[C@@H](CCCCN)C(NCC(NC(C(N%10[C@H]9CCC%10)=O)=C)=O)=O)=O)NC8=O	1	1	0	0
BGC0001036	Streptomyces	polyoxypeptin	NRP	unk	unk	1	0	0	0
BGC0000729	Klebsiella	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001017	Microcystis	microcystin LR	NRP	Cytotoxic,Inhibitor	unk	0	0	0	0
BGC0000406	Streptomyces	Phosphinothricintripeptide	NRP	Antibacterial	unk	1	1	0	0
BGC0001348	Streptomyces	JBIR-100	Polyketide	Antibacterial,Antifungal,Cytotoxic	unk	1	1	1	0
BGC0000387	Pseudomonas	mangotoxin	NRP	unk	unk	0	0	0	0
BGC0000137	Salinispora	rifamycin	Polyketide	unk	unk	1	0	0	0
BGC0001451	Candidatus	FR900359	NRP	unk	unk	0	0	0	0
BGC0000877	Streptomyces	polyoxin	Other	unk	unk	1	0	0	0
BGC0001485	Actinoplanes	3-demethylchuangxinmycin	Other	unk	unk	1	0	0	0
BGC0001476	Streptomyces	pseudouridimycin	Other	Antibacterial	unk	1	1	0	0
BGC0001355	Streptomyces	U-68204	NRP	unk	CC[C@@]1(SC(=O)C(CC(N)=O)=C1O)\C=C(/C)C=C	1	0	0	0
BGC0001672	[Flexibacter]	monobactam	NRP	unk	C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)[NH3+]	0	0	0	0
BGC0001752	Streptomyces	qinichelins	NRP	unk	unk	1	0	0	0
BGC0001517	Aspergillus	asperphenamate	NRP	unk	C1=CC=C(C=C1)C[C@@H](COC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3)NC(=O)C4=CC=CC=C4	2	0	0	0
BGC0000662	Streptomyces	grixazone	Terpene	unk	unk	1	0	0	0
BGC0001391	Bacillus	thusin	Other	unk	unk	1	0	0	0
BGC0001119	Streptomyces	divergolide A	Polyketide	Antibacterial	unk	1	1	0	0
BGC0001265	Bipolaris	melanin	Polyketide	unk	unk	2	0	0	0
BGC0001203	uncultured	clarexpoxcin	NRP	unk	unk	3	0	0	0
BGC0001677	Penicillium	mycophenolic acid	Polyketide	unk	COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C	2	0	0	0
BGC0001356	Paenibacillus	paeninodin	Other	unk	unk	1	0	0	0
BGC0001704	Nodularia	nocuolin A	Other	unk	CCCCC/C1=N/N(C(=O)CCO)OC(CCCCC)C1	0	0	0	0
BGC0000452	Brevibacillus	tyrocidine	NRP	unk	unk	1	0	0	0
BGC0001683	Bacillus	N-acyl serinol	Other	unk	unk	1	0	0	0
BGC0000591	Alteromonas	marinostatin	Microviridin	unk	unk	0	0	0	0
BGC0000708	Streptomyces	lividomycin	Saccharide	unk	unk	1	0	0	0
BGC0000003	Alternaria	AF-toxin	Polyketide	unk	unk	2	0	0	0
BGC0000277	Streptomyces	urdamycin	Polyketide	unk	unk	1	0	0	0
BGC0000297	Planktothrix	Aeruginoside 126B	NRP	Unknown	O=C([C@@H](CC(C)C)NC([C@@H](CC1=CC=CC=C1)O)=O)N2[C@H]3C[C@H](OC4OCC(O)C(O)C4O)CC[C@H]3C[C@H]2C(NCCCCNC(N)=N)=O	0	0	0	0
BGC0000424	Herbaspirillum	Serobactin C	NRP	Siderophore	O=C(NC(C(O)C(O)=O)C(NC(CO)C(NC(C(O)C(O)=O)C(NC(C(C)O)C(NC(CO)C(NC1CCCN(O)C1=O)=O)=O)=O)=O)=O)CCCCCCCCCCCCC	0	0	0	1
BGC0001830	Salinispora	rosamicin	Polyketide	unk	CCC1OC(=O)CC(O)C(C)C(O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)C(CC=O)CC(C)C(=O)\C=C\C2(C)OC2C1C	1	0	0	0
BGC0000370	Bipolaris	HC-toxin	NRP	Inhibitor	unk	2	0	0	0
BGC0000903	Streptomyces	fluorometabolite	Other	unk	unk	1	0	0	0
BGC0001829	Streptomyces	alpha,beta-epoxyketone	NRP	unk	unk	1	0	0	0
BGC0001285	Pseudomonas	Pseudopyronine A	Other	Antibacterial	unk	0	1	0	0
BGC0000238	Streptomyces	lactonamycin	Polyketide	unk	unk	1	0	0	0
BGC0000206	Streptomyces	chartreusin	Polyketide	Inhibitor,Other	unk	1	0	0	0
BGC0001711	Burkholderia	occidiofungin	NRP	unk	CCCCOC1CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)CC(C1)OC1OC[C@@H](O)[C@H](O)[C@H]1O)C(O)C1=CC=C(O)C=C1	0	0	0	0
BGC0000606	Streptomyces	lactazole	Thiopeptide	unk	unk	1	0	0	0
BGC0000484	Lactobacillus	glycocin F	Head-To-Tail Cyclized Peptide	unk	unk	1	0	0	0
BGC0000282	Streptomyces	alkylresorcinol	Polyketide	unk	unk	1	0	0	0
BGC0000946	Vibrio	vibrioferrin	Other	unk	unk	0	0	0	0
BGC0000550	Streptococcus	salivaricin G32	lantipeptide	unk	unk	1	0	0	0
BGC0000377	Bacillus	koranimine	NRP	unk	unk	1	0	0	0
BGC0000867	Ectothiorhodospira	polyhydroxyalkanoic acids	Other	unk	unk	0	0	0	0
BGC0001357	Nostoc	carbamidocyclophane A	Polyketide	unk	unk	0	0	0	0
BGC0000521	Lactococcus	lacticin 481	lantipeptide	unk	unk	1	0	0	0
BGC0001366	Streptomyces	BE-24566B	Polyketide	unk	CC1=CC(O)=CC2=C1[C@@H]1O[C@@](C)(CC3=C1C(O)=C1C(=O)C4=C(C=C(O)C=C4O)C(C)(C)C1=C3)O2	1	0	0	0
BGC0000740	Streptococcus	capsular polysaccharide	Saccharide	unk	unk	1	0	0	0
BGC0000391	Marinactinospora	methylpendolmycin	NRP	Cytotoxic,Signalling	CC[C@H](C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C(C=CC(=C23)N1C)C(C)(C)C=C)CO	1	0	0	0
BGC0000409	Streptomyces	porothramycin	NRP	unk	unk	1	0	0	0
BGC0001320	Solanum	alpha-chaconine	Terpene	unk	unk	3	0	0	0
BGC0001091	Corallococcus	corallopyronin	NRP	unk	unk	0	0	0	0
BGC0000285	Saccharopolyspora	Flaviolin rhamnoside	Polyketide	Unknown	O=C1C=C(O)C(C2=CC(O[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)=CC(O)=C21)=O	1	0	0	0
BGC0000252	Streptomyces	nonactin	Polyketide	unk	unk	1	0	0	0
BGC0001292	Streptomyces	A33853	Other	unk	unk	1	0	0	0
BGC0001522	Streptomyces	auroramycin	Polyketide	unk	unk	1	0	0	0
BGC0000079	Streptomyces	indanomycin	Polyketide	unk	unk	1	0	0	0
BGC0001314	Arabidopsis	tirucalla	Terpene	unk	unk	3	0	0	0
BGC0000256	Actinomadura	pradimicin	Polyketide	unk	unk	1	0	0	0
BGC0001075	Rhodococcus	aurachin RE	Terpene	unk	unk	1	0	0	0
BGC0001220	Aspergillus	aculeacin A	NRP	unk	unk	2	0	0	0
BGC0001595	Fischerella	fischerindole	Alkaloid	unk	[C]=NC1C2c3c([nH]c4ccccc34)C(C)(C)C2CC(Cl)C1(C)C=C	0	0	0	0
BGC0001286	Ustilago	itaconic acid	Other	unk	unk	2	0	0	0
BGC0001103	Bacillus	mycosubtilin	NRP	unk	unk	1	0	0	0
BGC0000233	Streptomyces	hedamycin	Polyketide	unk	unk	1	0	0	0
BGC0000190	Streptomyces	A-74528	Polyketide	unk	unk	1	0	0	0
BGC0001239	Aspergillus	biotin	Other	unk	unk	2	0	0	0
BGC0001147	Streptomyces	disgocidine	NRP	Unknown	unk	1	0	0	0
BGC0000967	uncultured	calyculin A	NRP	Cytotoxic	unk	3	0	0	0
BGC0001251	Epichloe	epichloenin A	NRP	unk	unk	2	0	0	0
BGC0000539	Staphylococcus	nukacin ISK-1	lantipeptide	unk	unk	1	0	0	0
BGC0000700	Streptomyces	istamycin	Saccharide	unk	unk	1	0	0	0
BGC0001726	Streptomyces	pactamides	NRP	unk	unk	1	0	0	0
BGC0000742	Streptococcus	capsular polysaccharide	Saccharide	unk	unk	1	0	0	0
BGC0001054	Xenorhabdus	Xenocoumacin 1	NRP	Antibacterial	unk	0	1	0	0
BGC0001383	Jeotgalibacillus	macrolactin 1a	Polyketide	unk	unk	1	0	0	0
BGC0000739	Pasteurella	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0000830	uncultured	Violacein	Other	Cytotoxic	unk	3	0	0	0
BGC0001330	Micromonospora	BE-43547A1	NRP	Cytotoxic	unk	1	0	0	0
BGC0001379	Streptomyces	BD-12	NRP	unk	[H][C@]12N\C(N[C@]1([H])C(=O)N(C)CC2O)=N/[C@@H]1OC(CO)[C@H](OC(N)=O)[C@H](O)C1N(C)C(=O)CNC=N	1	0	0	0
BGC0000444	Streptomyces	thaxtomin	NRP	unk	unk	1	0	0	0
BGC0001613	Trichoderma	harzianum B	Terpene	unk	unk	2	0	0	0
BGC0001565	Beauveria	cyclosporin C	NRP	unk	C/C=C/C[C@@H](C)[C@H]([C@H]1C(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)[C@@H](C)O)O	2	0	0	0
BGC0000864	Moritella	eicosapentaenoic acid-like compound	Other	unk	unk	0	0	0	0
BGC0000785	Burkholderia	O-antigen	Saccharide	unk	unk	0	0	0	0
BGC0000269	Streptomyces	SF2575	Polyketide	Cytotoxic	unk	1	0	0	0
BGC0000421	Pseudomonas	safracin	NRP	unk	unk	0	0	0	0
BGC0001182	Chaetomium	chaetoglobosins	NRP	Cytotoxic	CC[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C/C[C@@H](/C=C(\\[C@H](C(=O)/C=C/C3=O)O)/C)C)[C@H]4[C@@]1(O4)C)[C@@H](C)C5=CNC6=CC=CC=C65	2	0	0	0
BGC0000152	Aspergillus	sterigmatocystin	Polyketide	unk	unk	2	0	0	0
BGC0000063	Fusarium	fumonisin	Polyketide	unk	unk	2	0	0	0
BGC0001004	Streptomyces	lobophorin B	Polyketide	Antibacterial,Cytotoxic	unk	1	1	0	0
BGC0001143	Aspergillus	azanigerone	Polyketide	unk	unk	2	0	0	0
BGC0000994	Streptomyces	FK520	NRP	unk	unk	1	0	0	0
BGC0001111	Stigmatella	Rhizopodin	NRP	Cytotoxic	[H]C(=O)N(C)/C=C/CC(OC)C(C(=O)CCC(C(OC)CC1OC(CC(O)CC(C=CC=CCC(OC)C2N=C(CC(O)C(C(OC(=O)CC(O)CC(C=CC=CCC(C3N=C(OC=3)CC(O)C1(C)C)OC)OC)CC(OC)C(CCC(=O)C(C)C(OC)C/C=C/N(C)C(=O)[H])C)(C)C)OC=2)OC)=O)C)C	0	0	0	0
BGC0000420	Penicillium	histidyltryptophanyldiketopiperazine	NRP	Unknown	unk	2	0	0	0
BGC0001060	Micromonospora	dynemicin	Polyketide	unk	unk	1	0	0	0
BGC0000186	Burkholderia	thailandamide A	NRP	Unknown	OC([C@H](C)[C@H](OC)/C(C)=C/C=C/C=C(C)/C=C/C[C@H](O)CC(/C=C/C=C(C)/C=C/[C@@H](C)NC([C@H](C)C/C=C/C[C@@H](O)CC1=CC=C(O)C=C1)=O)=O)=O	0	0	0	0
BGC0000959	Aspergillus	aspyridone A	NRP	Cytotoxic	unk	2	0	0	0
BGC0000565	Streptomyces	goadsporin	Lap	unk	unk	1	0	0	0
BGC0000807	Stackebrandtia	phosphonoglycans	Saccharide	unk	unk	1	0	0	0
BGC0000036	Streptomyces	chlorothricin	Polyketide	Antibacterial	C[C@@H](C(C(O)=O)=C1)C[C@@]2(C(O)=C(O3)C(O2)=O)[C@@H]1C=CCCCC[C@@H]4C=C[C@@]([C@@H](O[C@@H]5C[C@H](O)[C@@H](O[C@H]6O[C@@H](C)[C@H](O)[C@@H](OC(C7=C(C)C(Cl)=CC=C7OC)=O)C6)[C@@H](C)O5)CCC8)([H])[C@]8([H])[C@@H]4C3=O	1	1	0	0
BGC0001607	Streptomyces	gilvusmycin	Other	unk	CC1=CNC2=C1C34CC3CN(C4=CC2=O)C(=O)C5=CC6=C7CCN(C7=C(C(=C6N5)OC)O)C(=O)C8=CC9=C1CCN(C1=C(C(=C9N8)OC)O)C(=O)C	1	0	0	0
BGC0001118	Aspergillus	endocrocin	Polyketide	Other	unk	2	0	0	0
BGC0001590	Streptomyces	formicamycins A-M	Polyketide	unk	unk	1	0	0	0
BGC0000669	Arabidopsis	Marneral	Terpene	Unknown	unk	3	0	0	0
BGC0001619	Streptomyces	ibomycin	Polyketide	unk	unk	1	0	0	0
BGC0001071	Nostoc	nosperin	Polyketide	Unknown	C[C@@H]1[C@H](C)C(C[C@@]([C@H](O)C(N/C=C/C(CO)[C@@H](O)C(C)C(N2CCC[C@H]2[C@H](O)CC(N)=O)=O)=O)(OC)O1)=C	0	0	0	0
BGC0001270	Fusarium	gibberellin A3	Polyketide	unk	unk	2	0	0	0
BGC0000536	Lactococcus	nisin Q	lantipeptide	unk	unk	1	0	0	0
BGC0000116	Pseudonocardia	nystatin-like Pseudonocardia polyene	Polyketide	unk	unk	1	0	0	0
BGC0000808	Burkholderia	Cepacian	Saccharide	Other	unk	0	0	0	0
BGC0001067	Aspergillus	fumagillin	Polyketide	Inhibitor	unk	2	0	0	0
BGC0000023	Stigmatella	Aurafuron A	Polyketide	Antifungal,Cytotoxic	C(C)(C)C/C=C(\C)/C(O)C(C)/C=C/C=C\C(O)CC1OC(O)(C)C(=O)C=1C	0	0	1	0
BGC0000559	Bacillus	Subtilin	Lantipeptide	Antibacterial,Signalling	NC(CC1=CNC2=C1C=CC=C2)C(NC(CCCCN)C(NC(CSCC(C(NC(C5C)C(N4C(C(NC([H])C(NC(CS5)C(NC(C(C)C)C(NC(C6C)C(NC([H])C(NC(C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(NC(CS6)C(NC(CC7=CC=CC=C7)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C8C)C(NC(CC(C)C)C(NC(C9C)C(NC(CS8)C(NC(CC(N)=O)C(NC(CS9)C(NC(CCCCN)C(NC(C(CC)C)C(NC(C(NC(CCCCN)C(O)=O)=O)=C)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=CC)=O)=O)=O)=O)=O)=O)=O)=O)=O)CCC4)=O)=O)NC3=O)C(NC(CCC(O)=O)C(NC(C(NC3CC(C)C)=O)=C)=O)=O)=O)=O	1	1	0	0
BGC0001469	Brevibacillus	marthiapeptide A	NRP	Antibacterial	unk	1	1	0	0
BGC0001548	Streptomyces	citrulassin A	RiPP	unk	unk	1	0	0	0
BGC0000353	Streptomyces	FK506	NRP	unk	unk	1	0	0	0
BGC0000141	Streptomyces	rubradirin	Polyketide	unk	unk	1	0	0	0
BGC0000869	Nostoc	heterocyst glycolipids	Other	unk	unk	0	0	0	0
BGC0000920	Bacillus	polyhydroxyalkanoates	Other	unk	unk	1	0	0	0
BGC0001325	Papaver	noscapine	Alkaloid	unk	unk	3	0	0	0
BGC0000754	Avibacterium	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0000446	Klebsiella	tilivalline	NRP	Cytotoxic	unk	0	0	0	0
BGC0001144	Trichophyton	neosartoricin	Polyketide	unk	unk	2	0	0	0
BGC0000895	Lactobacillus	citrulline	Other	unk	unk	1	0	0	0
BGC0001110	uncultured	psymberin	NRP	Cytotoxic	unk	3	0	0	0
BGC0000223	uncultured	Rabelomycin	Polyketide	Antibacterial	unk	3	1	0	0
BGC0001742	Candidatus	piericidin A1	Polyketide	unk	OC1=C(C)C(C/C=C(C)/C/C=C/C(C)=C/[C@@H](C)[C@H](/C(C)=C/C)O)=NC(OC)=C1OC	0	0	0	0
BGC0000419	Amycolatopsis	Ristomycin A	NRP	Antibacterial	unk	1	1	0	0
BGC0000362	Mycobacterium	glycopeptidolipid	NRP	unk	unk	1	0	0	0
BGC0000290	Streptomyces	A47934	NRP	Antibacterial	unk	1	1	0	0
BGC0000761	Methylobacillus	exopolysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0000497	Streptococcus	BhtA1	lantipeptide	unk	unk	1	0	0	0
BGC0000795	Aneurinibacillus	S-layer glycan	Saccharide	unk	unk	1	0	0	0
BGC0001592	Streptomyces	ferroverdin	Other	unk	C=CC1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2)[O-])N=O.C=CC1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2)[O-])N=O.C=CC1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2)[O-])N=O.[Na+].[Fe+2]	1	0	0	0
BGC0001508	Penicillium	andrastin A	Polyketide	unk	CC1C(=O)[C@@]2(C(=C[C@@H]3[C@@]([C@@]2(C1=O)C(=O)OC)(CC[C@H]4[C@]3(CC[C@@H](C4(C)C)OC(=O)C)C=O)C)C)C	2	0	0	0
BGC0001705	Nostoc	nodularin	NRP	unk	C/C=C\1/C(=O)N[C@H]([C@H](C(=O)N[C@@H](C(=O)N[C@@H]([C@@H](C(=O)N[C@H](CCC(=O)N1C)C(=O)O)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C)CCCN=C(N)N)C)C(=O)O	0	0	0	0
BGC0001460	Amycolatopsis	decaplanin	NRP	Antibacterial	unk	1	1	0	0
BGC0001767	Salinispora	salinichelins	NRP	unk	unk	1	0	0	0
BGC0000939	Grimontia	aerobactin	Other	unk	unk	0	0	0	0
BGC0000396	Nostoc	nodularin	NRP	unk	unk	0	0	0	0
BGC0000278	Streptomyces	urdamycin	Polyketide	unk	unk	1	0	0	0
BGC0000881	Streptomyces	toyocamycin	Other	unk	unk	1	0	0	0
BGC0000236	Streptomyces	kinamycin	Polyketide	unk	unk	1	0	0	0
BGC0001802	Streptomyces	thioholgamide A	Other	unk	C(C(C)=O)(NC(C(C)C)C(NC(CCSC)C(NC(C(NC(C(NC(C(NC(C(NC1C(=O)NC(C(NC(C)C(=O)NC(CC2C=CC=CC=2)C(NC(C(O)C2N(C)C=[N+](C)C=2)C(=O)NC=CSC1C)=O)=O)C(C)C)=O)C)=S)C)=S)C)=O)C)=S)=S)=O	1	0	0	0
BGC0000193	Streptomyces	aclacinomycin	Polyketide	unk	unk	1	0	0	0
BGC0001623	Streptomyces	ishigamide	NRP	unk	unk	1	0	0	0
BGC0000441	Actinoplanes	teicoplanin	NRP	unk	unk	1	0	0	0
BGC0000418	Amycolatopsis	ristocetin	NRP	unk	unk	1	0	0	0
BGC0001630	uncultured	kasumigamide	NRP	unk	NC(=N)NCCC[C@@H](NC(=O)C[C@H](O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)CCNC(=O)[C@H](O)CC1=CC=CC=C1)C(=O)N[C@H]([C@H](O)C1=CC=CC=C1)C(O)=O	3	0	0	0
BGC0000973	Streptomyces	collismycin A	NRP	Other	COC1=C(/C(=C\\N=O)/NC(=C1)C2=CC=CC=N2)SC	1	0	0	0
BGC0000915	Streptomyces	mitomycin	Other	Cytotoxic	CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N	1	0	0	0
BGC0001535	Streptomyces	branched-chain fatty acids	Other	unk	unk	1	0	0	0
BGC0001387	Streptomyces	nucleocidin	Other	unk	unk	1	0	0	0
BGC0001395	Actinoplanes	teichomycin	Other	unk	unk	1	0	0	0
BGC0001318	Manihot	linamarin	Other	unk	unk	3	0	0	0
BGC0000356	Aspergillus	verruculogen	NRP	Inhibitor	unk	2	0	0	0
BGC0001267	Claviceps	lysergic acid	Terpene	unk	unk	2	0	0	0
BGC0000184	Sorangium	Sorangicin A	Polyketide	Antibacterial	C1C=C[C@@H]2[C@H]3O[C@@H](C=CCC4C(C)[C@@H](O)C[C@H]([C@@H](O)[C@H](C=CCCC=CC[C@@H]5O[C@@H](/C(/C)=C/C(C)CCCCC(=O)O)C(C=C5)OC(=O)C=CC=1)O)O4)C(C)C(C3)O2	0	1	0	0
BGC0000842	Streptomyces	carbapenem MM 4550 	Other	unk	unk	1	0	0	0
BGC0000382	Streptomyces	lipstatin	NRP	unk	unk	1	0	0	0
BGC0001511	Actinosynnema	ansamitocin P-3	Polyketide	unk	C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)C(C)C)C)\C)OC)(NC(=O)O2)O	1	0	0	0
BGC0000511	Bacillus	Ericin S	Lantipeptide	Antibacterial,Signalling	NC(CC1=CNC2=C1C=CC=C2)C(NC(CCCCN)C(NC(CSCC(C(NC(C5C)C(N4C(C(NC([H])C(NC(CS5)C(NC(C(C)C)C(NC(C6C)C(NC([H])C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(NC(CS6)C(NC(CC7=CC=CC=C7)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C8C)C(NC(C(CC)C)C(NC(C9C)C(NC(CS8)C(NC(CC(N)=O)C(NC(CS9)C(NC(CC%10=CNC=N%10)C(NC(C(CC)C)C(NC(C(NC(CCCCN)C(O)=O)=O)=C)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=CC)=O)=O)=O)=O)=O)=O)=O)=O)=O)CCC4)=O)=O)NC3=O)C(NC(CCC(O)=O)C(NC(C(NC3C(C)C)=O)=C)=O)=O)=O)=O	1	1	0	0
BGC0000440	Actinoplanes	teicoplanin	NRP	Antibacterial	unk	1	1	0	0
BGC0000815	Neotyphodium	loline alkaloids	Alkaloid	unk	unk	2	0	0	0
BGC0001041	Salinispora	salinosporamide	NRP	Cytotoxic	unk	1	0	0	0
BGC0001475	Aspergillus	aspterric acid	Polyketide	unk	unk	2	0	0	0
BGC0000812	Shiraia	huperzine A	Alkaloid	unk	unk	2	0	0	0
BGC0000227	Streptomyces	granaticin	Polyketide	Antibacterial	C[C@@H]1[C@]2(c3c(c(c4c(c3O)C(=O)C5=C(C4=O)[C@H]6[C@H](CC(=O)O6)OC5C)O)[C@@H](O1)C[C@H]2O)O	1	1	0	0
BGC0000345	Streptomyces	eponemycin	NRP	Cytotoxic,Inhibitor	unk	1	0	0	0
BGC0001450	Penicillium	macrophorin A	Terpene	Antibacterial	unk	2	1	0	0
BGC0001735	Streptomyces	pentostatine	Other	unk	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O	1	0	0	0
